Пол;Возраст;Путешествует с детьми;Расстояние;Включён завтрак;Наличие wifi;Оценка удобства добирания до места;Оценка интерсности досуга;Оценка качества питания;Оценка качества wifi;Оценка комфортности палатки;Общая оценка качества предоставленной услуги
жен;58,2;нет;295;1;0;5;плохо;плохо;отсутствует;хорошо;нормально
муж;43,5;нет;1031;1;0;4;плохо;плохо;отсутствует;хорошо;нормально
жен;33,6;нет;375;1;0;3;плохо;плохо;отсутствует;плохо;плохо
муж;40,8;да;874;0;1;3;нормально;отсутствует;плохо;хорошо;нормально
муж;57,9;нет;428;0;0;4;плохо;отсутствует;отсутствует;хорошо;нормально
муж;48,6;нет;483;0;1;4;плохо;отсутствует;плохо;плохо;плохо
жен;37,9;нет;162;0;1;3;плохо;отсутствует;хорошо;плохо;хорошо
муж;51,3;да;688;0;0;5;плохо;отсутствует;отсутствует;плохо;нормально
жен;56,2;нет;2593;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
жен;30,6;нет;443;1;0;3;плохо;плохо;отсутствует;плохо;плохо
жен;27,3;нет;636;1;0;3;плохо;хорошо;отсутствует;нормально;нормально
муж;21,2;нет;925;0;1;2;нормально;отсутствует;нормально;плохо;нормально
муж;51,3;да;663;1;0;3;плохо;плохо;отсутствует;хорошо;нормально
муж;59,9;да;272;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
жен;61,6;нет;540;0;1;1;нормально;отсутствует;нормально;нормально;нормально
жен;60,9;нет;233;1;0;2;плохо;плохо;отсутствует;хорошо;плохо
жен;24,6;нет;552;1;0;3;плохо;плохо;отсутствует;плохо;плохо
муж;46,3;нет;899;1;1;5;нормально;нормально;нормально;хорошо;нормально
муж;36,4;нет;616;1;0;4;плохо;нормально;отсутствует;плохо;нормально
жен;32,9;да;798;1;1;3;нормально;нормально;плохо;нормально;нормально
муж;54,8;нет;341;1;1;4;нормально;нормально;плохо;нормально;нормально
жен;59,8;да;1087;1;1;5;нормально;нормально;плохо;нормально;нормально
муж;56,2;нет;956;1;1;3;хорошо;нормально;плохо;хорошо;нормально
муж;26,2;нет;919;0;1;4;нормально;отсутствует;нормально;плохо;нормально
жен;27,3;нет;606;1;1;2;нормально;нормально;нормально;нормально;хорошо
жен;26,3;нет;1408;1;0;4;плохо;хорошо;отсутствует;хорошо;нормально
жен;46,2;нет;1257;0;1;3;нормально;отсутствует;нормально;нормально;нормально
жен;30,8;да;554;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
муж;67,7;нет;587;1;0;2;плохо;нормально;отсутствует;нормально;нормально
жен;53,3;нет;785;1;0;5;плохо;плохо;отсутствует;нормально;нормально
муж;27,4;нет;648;1;0;2;плохо;плохо;отсутствует;нормально;плохо
муж;28,9;нет;811;1;1;4;нормально;хорошо;плохо;нормально;нормально
жен;39,3;нет;264;0;1;4;плохо;отсутствует;плохо;плохо;нормально
муж;47,4;нет;1272;1;0;5;плохо;плохо;отсутствует;нормально;плохо
муж;38,3;нет;1073;0;1;4;нормально;отсутствует;плохо;нормально;хорошо
жен;43,8;нет;962;0;0;4;плохо;отсутствует;отсутствует;хорошо;нормально
жен;19,9;нет;276;1;1;5;нормально;хорошо;плохо;нормально;нормально
жен;37,5;нет;583;0;0;3;плохо;отсутствует;отсутствует;нормально;нормально
жен;39,2;нет;336;1;1;2;нормально;нормально;нормально;нормально;нормально
жен;29,3;нет;443;1;0;1;плохо;плохо;отсутствует;хорошо;плохо
жен;43,3;нет;126;0;1;4;нормально;отсутствует;плохо;нормально;нормально
муж;32,5;нет;407;0;1;3;нормально;отсутствует;плохо;нормально;нормально
жен;34,8;нет;538;0;0;2;отсутствует;отсутствует;отсутствует;плохо;хорошо
муж;50,6;нет;720;1;0;4;плохо;хорошо;отсутствует;нормально;нормально
муж;67,3;нет;374;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
муж;70,7;нет;553;1;1;3;нормально;плохо;плохо;нормально;нормально
жен;18,3;нет;194;1;1;4;отсутствует;плохо;плохо;хорошо;нормально
муж;48,4;нет;883;1;0;4;плохо;плохо;отсутствует;плохо;плохо
муж;67,4;нет;752;1;0;2;плохо;плохо;отсутствует;плохо;плохо
жен;64,4;да;1144;1;1;4;нормально;хорошо;плохо;нормально;нормально
жен;21,2;нет;1126;0;1;2;нормально;отсутствует;плохо;нормально;нормально
муж;23,3;нет;479;1;1;3;нормально;плохо;плохо;хорошо;нормально
жен;22,9;нет;987;0;1;4;нормально;отсутствует;плохо;нормально;нормально
муж;32,6;нет;126;1;0;4;плохо;плохо;отсутствует;нормально;нормально
муж;49,5;нет;875;1;1;4;нормально;плохо;плохо;нормально;нормально
муж;41,9;нет;492;1;1;1;нормально;нормально;нормально;нормально;хорошо
жен;36,8;да;1224;1;1;4;нормально;плохо;нормально;нормально;нормально
жен;32,8;да;341;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
муж;54,9;нет;525;1;1;4;нормально;нормально;плохо;плохо;нормально
жен;21,4;нет;668;1;1;4;нормально;нормально;плохо;хорошо;нормально
муж;47,8;нет;581;0;0;3;плохо;отсутствует;отсутствует;нормально;нормально
жен;34,8;нет;442;1;1;3;нормально;плохо;плохо;плохо;плохо
муж;52,3;да;703;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
муж;38,6;нет;220;0;1;4;нормально;отсутствует;плохо;плохо;нормально
жен;54,6;нет;1090;1;0;4;плохо;хорошо;отсутствует;нормально;нормально
жен;50,5;нет;587;0;0;1;плохо;отсутствует;отсутствует;плохо;плохо
муж;39,9;нет;651;0;0;2;нормально;отсутствует;отсутствует;нормально;нормально
муж;24,6;нет;181;0;0;1;плохо;отсутствует;отсутствует;плохо;нормально
жен;39,8;нет;139;1;1;2;плохо;нормально;нормально;плохо;хорошо
жен;45,5;нет;187;0;1;3;хорошо;отсутствует;нормально;хорошо;хорошо
муж;64,9;нет;627;0;1;2;нормально;отсутствует;плохо;нормально;нормально
муж;39,5;нет;1731;0;1;2;плохо;отсутствует;плохо;нормально;нормально
жен;59,5;да;485;1;0;3;плохо;нормально;отсутствует;нормально;нормально
жен;25,7;нет;730;0;0;3;плохо;отсутствует;отсутствует;хорошо;нормально
жен;25,4;нет;812;1;1;3;нормально;хорошо;плохо;нормально;нормально
муж;58,3;нет;759;1;0;3;плохо;плохо;отсутствует;нормально;плохо
муж;35,5;нет;901;0;1;3;нормально;отсутствует;плохо;нормально;нормально
жен;21,2;нет;407;0;0;2;плохо;отсутствует;отсутствует;плохо;хорошо
жен;52,9;нет;715;0;0;4;отсутствует;отсутствует;отсутствует;нормально;нормально
жен;24,3;нет;1295;1;0;4;плохо;плохо;отсутствует;нормально;нормально
жен;65,2;нет;427;1;1;4;нормально;хорошо;плохо;плохо;нормально
муж;46,9;да;657;1;0;4;плохо;плохо;отсутствует;нормально;нормально
жен;45,4;нет;1127;0;1;2;плохо;отсутствует;плохо;плохо;нормально
жен;24,5;нет;518;0;1;4;нормально;отсутствует;плохо;хорошо;нормально
муж;53,8;нет;246;0;1;3;нормально;отсутствует;нормально;нормально;хорошо
муж;42,9;нет;964;1;1;4;нормально;нормально;нормально;нормально;хорошо
муж;50,5;нет;1371;1;1;2;нормально;нормально;нормально;нормально;хорошо
жен;42,4;нет;905;1;1;2;плохо;плохо;плохо;плохо;плохо
муж;26,2;да;345;1;0;2;плохо;плохо;отсутствует;нормально;плохо
муж;45,4;нет;1408;0;0;5;плохо;отсутствует;отсутствует;хорошо;плохо
муж;43,2;нет;433;1;0;2;плохо;плохо;отсутствует;нормально;плохо
муж;34,4;нет;207;1;1;4;нормально;нормально;плохо;нормально;нормально
муж;21,6;нет;539;1;1;2;нормально;плохо;плохо;плохо;плохо
жен;20,4;нет;1133;1;0;3;плохо;нормально;отсутствует;плохо;нормально
муж;64,5;нет;292;0;1;3;плохо;отсутствует;плохо;нормально;нормально
муж;65,7;нет;1211;1;0;5;плохо;хорошо;отсутствует;нормально;нормально
муж;57,6;нет;177;0;0;3;плохо;отсутствует;отсутствует;нормально;нормально
муж;41,6;нет;345;1;1;4;нормально;хорошо;нормально;нормально;нормально
муж;39,9;нет;396;0;1;3;нормально;отсутствует;нормально;хорошо;нормально
муж;40,9;нет;1624;1;1;3;нормально;плохо;нормально;нормально;хорошо
жен;62,5;нет;352;1;1;3;нормально;нормально;нормально;хорошо;нормально
муж;21,5;нет;540;1;1;3;нормально;хорошо;плохо;плохо;нормально
жен;68,8;нет;229;0;1;4;отсутствует;отсутствует;плохо;хорошо;нормально
жен;41,5;нет;565;0;1;3;нормально;отсутствует;плохо;нормально;нормально
муж;33,3;нет;716;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
жен;46,6;нет;189;0;1;4;нормально;отсутствует;плохо;нормально;нормально
муж;52,7;нет;1416;0;0;4;отсутствует;отсутствует;отсутствует;хорошо;нормально
жен;26,8;нет;547;1;0;3;хорошо;плохо;отсутствует;хорошо;нормально
жен;25,8;нет;899;1;1;3;нормально;хорошо;хорошо;плохо;хорошо
жен;36,6;нет;2574;1;1;3;нормально;нормально;плохо;плохо;нормально
муж;62,8;нет;1001;1;1;4;нормально;плохо;плохо;нормально;плохо
муж;54,8;нет;1158;1;1;3;нормально;нормально;плохо;нормально;нормально
жен;59,4;да;439;1;1;5;нормально;плохо;нормально;хорошо;нормально
муж;66,5;нет;1627;1;0;2;нормально;плохо;отсутствует;нормально;нормально
муж;48,2;да;211;1;1;4;нормально;нормально;плохо;нормально;нормально
муж;57,6;нет;133;0;1;4;нормально;отсутствует;нормально;нормально;нормально
муж;18,7;нет;661;1;0;3;плохо;плохо;отсутствует;плохо;плохо
муж;52,3;нет;1672;1;1;3;плохо;нормально;нормально;плохо;нормально
жен;63,6;нет;146;0;1;3;нормально;отсутствует;плохо;хорошо;нормально
жен;47,4;нет;253;0;1;4;нормально;отсутствует;хорошо;нормально;хорошо
муж;35,3;да;420;0;0;3;плохо;отсутствует;отсутствует;нормально;нормально
муж;40,5;нет;3096;0;0;4;плохо;отсутствует;отсутствует;плохо;хорошо
муж;30,8;нет;1173;0;0;2;плохо;отсутствует;отсутствует;плохо;плохо
муж;48,9;нет;559;0;1;4;нормально;отсутствует;плохо;хорошо;плохо
жен;46,8;да;1655;0;1;2;нормально;отсутствует;плохо;нормально;плохо
муж;69,8;нет;1209;1;1;3;нормально;хорошо;плохо;нормально;нормально
муж;52,4;нет;1219;1;0;4;плохо;нормально;отсутствует;нормально;нормально
жен;70,5;нет;578;1;1;5;нормально;нормально;плохо;нормально;нормально
муж;54,9;да;704;1;1;4;хорошо;плохо;хорошо;хорошо;хорошо
муж;40,2;нет;587;0;0;3;плохо;отсутствует;отсутствует;плохо;нормально
муж;64,7;нет;1006;1;1;4;нормально;хорошо;плохо;нормально;нормально
муж;53,9;нет;896;0;1;3;плохо;отсутствует;плохо;плохо;нормально
жен;54,6;нет;1121;0;0;2;плохо;отсутствует;отсутствует;плохо;нормально
жен;49,2;нет;352;1;0;2;плохо;хорошо;отсутствует;нормально;нормально
муж;35,2;нет;903;1;1;3;нормально;нормально;плохо;нормально;нормально
жен;39,7;да;781;0;0;5;плохо;отсутствует;отсутствует;хорошо;нормально
муж;58,4;нет;1002;1;0;4;плохо;плохо;отсутствует;нормально;нормально
муж;60,5;нет;4539;1;0;3;плохо;плохо;отсутствует;плохо;нормально
муж;38,3;нет;824;1;0;1;плохо;плохо;отсутствует;нормально;нормально
жен;38,6;нет;1065;0;0;3;плохо;отсутствует;отсутствует;плохо;нормально
жен;18,5;нет;915;0;0;1;отсутствует;отсутствует;отсутствует;хорошо;хорошо
жен;31,4;нет;410;1;0;3;плохо;нормально;отсутствует;нормально;нормально
жен;51,7;да;1541;0;0;4;плохо;отсутствует;отсутствует;плохо;хорошо
муж;57,3;нет;228;1;0;2;плохо;нормально;отсутствует;плохо;нормально
жен;56,5;нет;1793;1;0;4;плохо;нормально;отсутствует;плохо;нормально
муж;42,7;да;406;0;1;2;хорошо;отсутствует;хорошо;хорошо;хорошо
жен;34,7;нет;1299;1;1;4;нормально;плохо;плохо;нормально;нормально
жен;44,9;нет;755;0;1;3;нормально;отсутствует;плохо;нормально;нормально
жен;53,3;нет;259;0;1;3;нормально;отсутствует;нормально;нормально;нормально
муж;22,3;нет;905;1;0;4;плохо;нормально;отсутствует;плохо;нормально
муж;41,6;да;189;1;1;4;хорошо;плохо;хорошо;нормально;хорошо
жен;53,7;да;525;1;0;2;плохо;нормально;отсутствует;плохо;плохо
муж;66,9;нет;488;1;0;1;нормально;плохо;отсутствует;хорошо;нормально
жен;38,2;нет;316;0;1;4;нормально;отсутствует;нормально;плохо;хорошо
жен;23,9;нет;665;1;1;3;нормально;хорошо;плохо;хорошо;нормально
муж;30,9;нет;1046;1;0;5;плохо;нормально;отсутствует;нормально;нормально
жен;42,7;да;171;0;1;2;нормально;отсутствует;плохо;плохо;нормально
муж;20,4;нет;898;0;0;4;отсутствует;отсутствует;отсутствует;плохо;хорошо
муж;64,7;нет;987;1;0;4;плохо;нормально;отсутствует;нормально;нормально
жен;24,9;нет;678;1;1;3;плохо;нормально;плохо;хорошо;нормально
муж;31,3;нет;368;0;1;2;нормально;отсутствует;плохо;плохо;нормально
муж;41,5;нет;826;0;1;5;плохо;отсутствует;нормально;плохо;хорошо
жен;29,8;нет;1030;1;0;3;плохо;нормально;отсутствует;хорошо;нормально
жен;65,9;нет;2512;1;0;2;плохо;хорошо;отсутствует;нормально;нормально
жен;57,3;нет;854;1;0;2;плохо;плохо;отсутствует;плохо;плохо
жен;30,4;нет;584;1;1;2;нормально;нормально;плохо;нормально;нормально
муж;27,9;нет;582;1;1;4;нормально;плохо;нормально;нормально;хорошо
муж;20,6;нет;278;1;1;5;нормально;нормально;нормально;нормально;нормально
муж;57,5;нет;2446;1;1;4;нормально;плохо;нормально;нормально;хорошо
жен;32,9;нет;1437;0;1;2;нормально;отсутствует;нормально;нормально;нормально
жен;31,7;нет;1093;1;0;3;плохо;плохо;отсутствует;плохо;плохо
жен;47,7;нет;899;1;1;3;нормально;нормально;плохо;нормально;нормально
жен;46,5;нет;1437;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
муж;27,9;нет;1613;1;1;4;хорошо;хорошо;хорошо;хорошо;хорошо
жен;45,3;нет;500;1;0;4;плохо;плохо;отсутствует;плохо;хорошо
жен;33,3;да;967;1;0;3;плохо;плохо;отсутствует;плохо;плохо
муж;55,2;нет;338;0;1;3;хорошо;отсутствует;нормально;плохо;хорошо
жен;54,8;да;527;0;1;4;нормально;отсутствует;нормально;плохо;хорошо
жен;41,9;нет;553;0;1;2;нормально;отсутствует;плохо;хорошо;хорошо
муж;26,2;нет;678;1;1;4;нормально;нормально;плохо;хорошо;нормально
муж;24,8;нет;620;1;0;4;плохо;нормально;отсутствует;нормально;нормально
жен;30,3;нет;285;1;0;3;нормально;плохо;отсутствует;нормально;нормально
муж;43,7;да;799;1;1;4;нормально;нормально;плохо;плохо;нормально
муж;53,2;да;839;1;1;4;нормально;нормально;нормально;нормально;нормально
жен;50,7;да;955;0;1;4;нормально;отсутствует;нормально;плохо;нормально
муж;45,2;нет;571;1;0;3;плохо;нормально;отсутствует;нормально;нормально
муж;21,7;нет;1106;0;1;5;нормально;отсутствует;плохо;хорошо;нормально
муж;18,6;нет;457;1;0;3;плохо;нормально;отсутствует;нормально;нормально
муж;51,6;да;1626;1;1;5;нормально;плохо;плохо;нормально;плохо
муж;34,3;нет;497;0;0;2;плохо;отсутствует;отсутствует;плохо;плохо
жен;48,9;нет;2255;1;1;3;нормально;плохо;плохо;нормально;нормально
жен;37,6;нет;445;1;0;3;плохо;нормально;отсутствует;нормально;нормально
жен;48,8;нет;716;0;1;3;плохо;отсутствует;плохо;плохо;хорошо
жен;34,4;нет;620;1;1;5;нормально;нормально;нормально;нормально;нормально
жен;61,9;нет;1023;0;1;4;нормально;отсутствует;нормально;нормально;хорошо
муж;19,8;нет;662;1;0;5;нормально;нормально;отсутствует;хорошо;нормально
муж;20,7;нет;2677;1;0;2;плохо;плохо;отсутствует;плохо;нормально
муж;27,9;нет;2512;1;1;3;нормально;нормально;нормально;нормально;нормально
жен;45,8;нет;1087;1;0;3;плохо;плохо;отсутствует;хорошо;нормально
муж;52,9;нет;595;1;1;3;нормально;нормально;нормально;нормально;хорошо
муж;49,8;нет;408;1;0;2;плохо;нормально;отсутствует;плохо;нормально
жен;24,4;нет;1644;0;1;3;хорошо;отсутствует;хорошо;хорошо;хорошо
муж;58,2;да;459;1;0;2;хорошо;хорошо;отсутствует;хорошо;нормально
муж;57,9;нет;287;0;0;5;плохо;отсутствует;отсутствует;хорошо;нормально
жен;55,3;да;991;0;1;2;нормально;отсутствует;плохо;хорошо;нормально
жен;42,4;нет;320;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
жен;33,2;нет;120;1;0;3;отсутствует;нормально;отсутствует;плохо;хорошо
муж;27,4;нет;617;1;1;3;хорошо;нормально;нормально;хорошо;хорошо
муж;55,9;нет;1084;1;1;4;нормально;нормально;плохо;нормально;нормально
муж;60,8;нет;251;1;0;4;плохо;плохо;отсутствует;плохо;нормально
жен;57,4;нет;1102;1;1;4;нормально;плохо;плохо;нормально;нормально
муж;54,8;нет;938;1;0;3;плохо;нормально;отсутствует;плохо;нормально
муж;41,5;нет;595;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
муж;39,2;нет;119;1;1;3;хорошо;хорошо;хорошо;хорошо;хорошо
муж;57,5;да;617;1;1;4;нормально;нормально;плохо;хорошо;нормально
муж;20,9;нет;1203;1;1;2;плохо;нормально;плохо;плохо;плохо
жен;40,6;да;493;1;0;3;плохо;плохо;отсутствует;плохо;плохо
муж;18,7;нет;115;0;1;4;нормально;отсутствует;плохо;хорошо;нормально
жен;42,6;нет;1788;1;0;4;плохо;нормально;отсутствует;плохо;плохо
муж;26,8;нет;627;1;0;3;хорошо;плохо;отсутствует;хорошо;нормально
жен;60,8;нет;552;1;1;3;нормально;нормально;нормально;плохо;хорошо
жен;25,2;нет;1226;1;0;4;плохо;плохо;отсутствует;плохо;плохо
жен;26,4;нет;756;1;0;4;плохо;хорошо;отсутствует;хорошо;нормально
жен;46,8;нет;638;1;1;2;нормально;плохо;плохо;нормально;нормально
жен;23,6;нет;428;1;1;4;нормально;плохо;нормально;плохо;хорошо
жен;33,4;да;751;1;1;3;нормально;нормально;нормально;нормально;хорошо
муж;41,6;нет;1049;0;1;3;хорошо;отсутствует;плохо;хорошо;нормально
жен;45,5;нет;176;1;1;4;хорошо;плохо;хорошо;нормально;хорошо
жен;34,5;нет;898;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
жен;25,2;нет;991;1;0;2;плохо;нормально;отсутствует;плохо;нормально
жен;51,6;нет;440;1;1;4;нормально;нормально;хорошо;нормально;хорошо
муж;38,5;нет;445;0;0;4;плохо;отсутствует;отсутствует;плохо;нормально
муж;62,4;да;442;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
муж;19,3;нет;581;1;1;2;нормально;нормально;плохо;нормально;нормально
муж;26,3;нет;1707;0;1;3;хорошо;отсутствует;плохо;хорошо;нормально
муж;55,2;да;378;1;0;3;плохо;плохо;отсутствует;нормально;нормально
жен;23,4;нет;189;0;0;3;плохо;отсутствует;отсутствует;нормально;нормально
муж;49,4;нет;520;1;1;3;плохо;хорошо;нормально;плохо;хорошо
жен;46,8;нет;378;1;0;4;плохо;нормально;отсутствует;нормально;нормально
жен;42,8;нет;562;0;1;3;нормально;отсутствует;хорошо;нормально;хорошо
жен;21,4;нет;212;0;0;4;плохо;отсутствует;отсутствует;плохо;нормально
муж;39,9;нет;276;0;0;2;плохо;отсутствует;отсутствует;плохо;нормально
жен;53,2;нет;1225;1;1;2;нормально;нормально;нормально;плохо;нормально
муж;58,4;нет;319;1;0;4;плохо;нормально;отсутствует;хорошо;нормально
жен;59,2;да;3617;1;0;4;нормально;плохо;отсутствует;нормально;нормально
жен;19,4;нет;1084;1;1;3;нормально;нормально;плохо;плохо;нормально
жен;63,2;да;345;1;1;4;нормально;плохо;нормально;нормально;нормально
жен;29,4;нет;1911;1;1;2;плохо;нормально;плохо;плохо;плохо
муж;37,4;нет;647;0;1;3;нормально;отсутствует;плохо;нормально;нормально
жен;65,7;нет;582;1;0;2;плохо;нормально;отсутствует;плохо;нормально
жен;54,7;нет;807;0;0;4;плохо;отсутствует;отсутствует;хорошо;нормально
муж;51,4;нет;307;1;1;1;плохо;нормально;нормально;нормально;хорошо
жен;42,3;нет;2512;1;0;4;плохо;плохо;отсутствует;плохо;нормально
жен;55,6;да;469;0;1;4;нормально;отсутствует;плохо;нормально;нормально
жен;45,2;нет;881;0;1;3;хорошо;отсутствует;нормально;хорошо;хорошо
муж;32,2;нет;649;1;0;4;плохо;нормально;отсутствует;хорошо;нормально
жен;65,8;нет;475;1;0;3;плохо;хорошо;отсутствует;нормально;нормально
муж;38,2;да;658;1;1;4;нормально;плохо;плохо;плохо;плохо
муж;35,8;нет;684;0;1;2;нормально;отсутствует;плохо;плохо;нормально
муж;22,9;нет;464;1;0;3;плохо;нормально;отсутствует;нормально;нормально
жен;41,8;да;2698;1;1;4;нормально;нормально;нормально;нормально;нормально
жен;34,3;да;568;1;0;3;плохо;нормально;отсутствует;нормально;нормально
жен;23,3;нет;266;0;1;5;нормально;отсутствует;плохо;хорошо;нормально
жен;30,9;нет;374;0;1;4;нормально;отсутствует;плохо;нормально;нормально
жен;58,7;нет;533;0;1;4;нормально;отсутствует;нормально;плохо;хорошо
жен;55,2;нет;965;1;0;4;плохо;хорошо;отсутствует;нормально;нормально
муж;61,6;нет;443;0;0;3;плохо;отсутствует;отсутствует;плохо;плохо
жен;28,4;нет;290;1;1;2;нормально;нормально;плохо;хорошо;нормально
муж;26,5;нет;337;1;0;2;плохо;плохо;отсутствует;плохо;плохо
муж;23,2;нет;1122;1;1;4;нормально;плохо;нормально;хорошо;плохо
жен;47,9;нет;339;0;0;2;плохо;отсутствует;отсутствует;нормально;нормально
муж;57,9;нет;1441;0;1;3;нормально;отсутствует;плохо;нормально;нормально
муж;24,9;нет;962;1;0;3;плохо;плохо;отсутствует;плохо;плохо
муж;56,2;нет;434;0;0;4;плохо;отсутствует;отсутствует;хорошо;нормально
жен;39,6;нет;687;1;1;3;нормально;плохо;плохо;плохо;плохо
муж;25,7;нет;469;1;0;3;плохо;плохо;отсутствует;плохо;плохо
муж;22,6;нет;679;1;0;5;плохо;плохо;отсутствует;хорошо;нормально
муж;48,8;нет;201;1;1;3;плохо;нормально;нормально;плохо;хорошо
муж;40,7;да;566;1;0;2;отсутствует;плохо;отсутствует;нормально;хорошо
жен;48,4;нет;920;1;1;4;нормально;нормально;нормально;нормально;хорошо
жен;37,5;нет;2558;0;1;4;нормально;отсутствует;плохо;нормально;нормально
муж;27,3;нет;299;1;1;3;нормально;плохо;плохо;плохо;плохо
жен;39,3;нет;1017;1;0;3;плохо;плохо;отсутствует;нормально;плохо
жен;67,9;нет;2316;1;0;2;плохо;плохо;отсутствует;плохо;нормально
жен;34,3;нет;1791;1;0;3;отсутствует;плохо;отсутствует;нормально;хорошо
муж;34,7;нет;2102;1;1;3;нормально;нормально;нормально;плохо;нормально
муж;66,6;нет;770;0;0;3;плохо;отсутствует;отсутствует;хорошо;нормально
муж;29,4;нет;159;1;0;2;плохо;плохо;отсутствует;плохо;плохо
жен;52,2;нет;585;1;1;4;нормально;нормально;нормально;нормально;хорошо
муж;40,3;да;2459;0;0;4;плохо;отсутствует;отсутствует;хорошо;нормально
муж;28,9;нет;627;0;1;3;нормально;отсутствует;нормально;хорошо;нормально
муж;18,9;нет;1093;1;0;2;плохо;нормально;отсутствует;нормально;нормально
муж;24,6;нет;850;0;1;2;нормально;отсутствует;нормально;плохо;плохо
жен;62,6;нет;1085;1;1;3;нормально;нормально;хорошо;нормально;хорошо
жен;28,6;да;931;0;1;3;нормально;отсутствует;плохо;плохо;плохо
жен;31,6;да;356;0;1;2;нормально;отсутствует;плохо;плохо;плохо
муж;37,9;нет;1656;1;1;3;хорошо;плохо;хорошо;нормально;хорошо
жен;25,5;нет;1272;1;1;3;нормально;нормально;плохо;нормально;нормально
жен;71,9;нет;707;1;0;2;плохо;плохо;отсутствует;плохо;плохо
муж;47,3;нет;883;0;1;4;плохо;отсутствует;плохо;хорошо;нормально
муж;32,4;нет;1883;0;1;4;хорошо;отсутствует;нормально;хорошо;хорошо
жен;31,3;нет;1061;1;0;2;плохо;нормально;отсутствует;плохо;плохо
жен;66,6;да;428;1;1;5;хорошо;хорошо;хорошо;нормально;хорошо
муж;57,7;нет;991;1;0;3;плохо;плохо;отсутствует;плохо;плохо
жен;44,4;да;626;0;1;1;нормально;отсутствует;нормально;плохо;нормально
жен;38,8;нет;1862;1;0;3;нормально;плохо;отсутствует;нормально;нормально
муж;68,9;нет;1653;1;1;4;нормально;хорошо;плохо;нормально;нормально
жен;68,9;нет;365;0;1;2;нормально;отсутствует;плохо;хорошо;нормально
муж;36,5;да;174;0;0;3;плохо;отсутствует;отсутствует;нормально;нормально
муж;54,3;да;420;0;1;1;нормально;отсутствует;плохо;плохо;нормально
муж;35,5;нет;2418;1;1;4;нормально;плохо;плохо;нормально;нормально
муж;34,6;нет;1399;1;1;2;нормально;нормально;плохо;нормально;нормально
жен;27,9;да;432;1;0;5;плохо;хорошо;отсутствует;плохо;нормально
жен;36,3;нет;165;0;1;3;хорошо;отсутствует;нормально;нормально;хорошо
муж;43,3;да;1489;1;0;3;плохо;плохо;отсутствует;нормально;плохо
жен;31,7;да;1156;1;0;2;отсутствует;нормально;отсутствует;нормально;хорошо
жен;66,2;нет;2564;1;1;3;нормально;нормально;нормально;нормально;нормально
жен;60,7;нет;369;0;0;2;нормально;отсутствует;отсутствует;нормально;плохо
жен;27,6;нет;722;1;0;3;нормально;плохо;отсутствует;нормально;нормально
жен;37,3;нет;469;1;1;2;хорошо;нормально;нормально;хорошо;нормально
жен;25,9;нет;636;1;0;3;нормально;плохо;отсутствует;нормально;нормально
жен;45,5;нет;509;1;1;5;нормально;нормально;хорошо;нормально;хорошо
муж;52,4;нет;138;1;0;4;плохо;хорошо;отсутствует;нормально;нормально
муж;46,4;нет;664;1;1;5;нормально;плохо;плохо;хорошо;нормально
муж;42,6;нет;3506;1;0;5;плохо;хорошо;отсутствует;плохо;хорошо
жен;22,3;нет;1023;1;1;4;нормально;нормально;плохо;нормально;нормально
муж;23,7;нет;956;1;0;5;плохо;нормально;отсутствует;плохо;нормально
жен;39,5;да;1060;1;0;4;плохо;нормально;отсутствует;нормально;нормально
муж;21,3;нет;570;0;0;5;плохо;отсутствует;отсутствует;хорошо;нормально
жен;42,8;нет;1558;1;1;5;нормально;нормально;хорошо;нормально;хорошо
жен;59,7;да;200;0;1;3;хорошо;отсутствует;хорошо;нормально;хорошо
муж;57,5;нет;703;1;1;4;нормально;плохо;нормально;нормально;хорошо
муж;22,3;нет;887;1;1;4;плохо;нормально;плохо;плохо;плохо
жен;51,2;да;968;1;0;4;плохо;хорошо;отсутствует;нормально;нормально
жен;23,5;нет;785;1;1;4;нормально;хорошо;плохо;хорошо;нормально
муж;43,5;нет;704;0;1;4;нормально;отсутствует;нормально;нормально;нормально
муж;53,7;нет;544;0;1;5;плохо;отсутствует;хорошо;нормально;хорошо
жен;41,9;нет;839;1;0;4;плохо;хорошо;отсутствует;хорошо;нормально
муж;25,4;нет;849;0;0;3;плохо;отсутствует;отсутствует;нормально;нормально
муж;23,8;нет;1133;0;0;3;плохо;отсутствует;отсутствует;плохо;нормально
жен;22,9;нет;839;1;0;3;плохо;нормально;отсутствует;плохо;нормально
муж;60,3;нет;368;1;1;4;плохо;нормально;нормально;нормально;хорошо
муж;56,5;нет;663;0;1;3;хорошо;отсутствует;нормально;хорошо;хорошо
